Unnamed: 0,name,img_url,golden_img_url,type,have_normal,have_golden,is_cropped,skip
1420,WANTED!,https://media.hearthpwn.com/avatars/413/408/89363.png,https://media.hearthpwn.com/avatars/413/410/89363.gif,Ability,True,True,True,False
1421,Wing Blast,https://media.hearthpwn.com/avatars/413/180/89387.png,https://media.hearthpwn.com/avatars/413/182/89387.gif,Ability,True,True,True,False
1422,Wispering Woods,https://media.hearthpwn.com/avatars/423/88/89349.png,https://media.hearthpwn.com/avatars/423/89/89349.gif,Ability,True,True,True,False
1423,Yogg-Saron's Magic,https://media.hearthpwn.com/avatars/423/656/35320.png,https://media.hearthpwn.com/avatars/423/657/35320.gif,Ability,True,True,True,False
1424,Y'Shaarj's Strength,https://media.hearthpwn.com/avatars/423/654/35318.png,https://media.hearthpwn.com/avatars/423/655/35318.gif,Ability,True,True,True,False
1425,A. F. Kay,https://media.hearthpwn.com/avatars/415/223/63117.png,https://media.hearthpwn.com/avatars/415/225/63117.gif,Minion,True,True,True,False
1426,Aberrant Berserker,https://media.hearthpwn.com/avatars/418/469/35236.png,https://media.hearthpwn.com/avatars/418/471/35236.gif,Minion,True,True,True,False
1427,Ancestral Guardian,https://media.hearthpwn.com/avatars/426/879/90822.png,https://media.hearthpwn.com/avatars/426/881/90822.gif,Minion,True,True,True,False
1428,Ancient Brewmaster,https://media.hearthpwn.com/avatars/411/668/572.png,https://media.hearthpwn.com/avatars/411/670/572.gif,Minion,True,True,True,False
1429,Ancient Mage,https://media.hearthpwn.com/avatars/412/316/176.png,https://media.hearthpwn.com/avatars/412/318/176.gif,Minion,True,True,True,False
1430,Ancient Shade,https://media.hearthpwn.com/avatars/416/147/27245.png,https://media.hearthpwn.com/avatars/416/149/27245.gif,Minion,True,True,True,False
1431,Animated Armor,https://media.hearthpwn.com/avatars/423/404/27252.png,https://media.hearthpwn.com/avatars/423/405/27252.gif,Minion,True,True,True,False
1432,Annoy-o-Module,https://media.hearthpwn.com/avatars/407/576/89810.png,https://media.hearthpwn.com/avatars/407/578/89810.gif,Minion,True,True,True,False
1433,Annoy-o-Module,https://media.hearthpwn.com/avatars/428/315/127575.png,https://media.hearthpwn.com/avatars/428/316/127575.gif,Minion,True,True,True,False
1434,Annoy-o-p-Tron,https://media.hearthpwn.com/avatars/419/213/49911.png,https://media.hearthpwn.com/avatars/419/215/49911.gif,Minion,True,True,True,False
1435,Anub'ar Ambusher,https://media.hearthpwn.com/avatars/413/6/7728.png,https://media.hearthpwn.com/avatars/413/8/7728.gif,Minion,True,True,True,False
1436,Anub'Rekhan,https://media.hearthpwn.com/avatars/427/890/31137.png,https://media.hearthpwn.com/avatars/427/891/31137.gif,Minion,True,True,True,False
1437,Arathi Weaponsmith,https://media.hearthpwn.com/avatars/412/142/504.png,https://media.hearthpwn.com/avatars/412/144/504.gif,Minion,True,True,True,False
1438,Arcane Fletcher,https://media.hearthpwn.com/avatars/410/120/90678.png,https://media.hearthpwn.com/avatars/410/122/90678.gif,Minion,True,True,True,False
1439,Arcane Keysmith,https://media.hearthpwn.com/avatars/413/36/89426.png,https://media.hearthpwn.com/avatars/413/38/89426.gif,Minion,True,True,True,False
1440,Arcane Nullifier X-21,https://media.hearthpwn.com/avatars/414/431/12246.png,https://media.hearthpwn.com/avatars/414/433/12246.gif,Minion,True,True,True,False
1441,Arcanosmith,https://media.hearthpwn.com/avatars/423/252/42062.png,https://media.hearthpwn.com/avatars/423/253/42062.gif,Minion,True,True,True,False
1442,Archmage Vargoth,https://media.hearthpwn.com/avatars/410/213/90615.png,https://media.hearthpwn.com/avatars/410/215/90615.gif,Minion,True,True,True,False
1443,Arena Fanatic,https://media.hearthpwn.com/avatars/420/383/90284.png,https://media.hearthpwn.com/avatars/420/385/90284.gif,Minion,True,True,True,False
1444,Arena Treasure Chest,https://media.hearthpwn.com/avatars/420/401/90286.png,https://media.hearthpwn.com/avatars/420/403/90286.gif,Minion,True,True,True,False
1445,Arfus,https://media.hearthpwn.com/avatars/415/154/62923.png,https://media.hearthpwn.com/avatars/415/156/62923.gif,Minion,True,True,True,False
1446,Armored Warhorse,https://media.hearthpwn.com/avatars/406/961/22312.png,https://media.hearthpwn.com/avatars/406/963/22312.gif,Minion,True,True,True,False
1447,Arrogant Crusader,https://media.hearthpwn.com/avatars/414/674/62930.png,https://media.hearthpwn.com/avatars/414/676/62930.gif,Minion,True,True,True,False
1448,Astral Tiger,https://media.hearthpwn.com/avatars/416/759/76982.png,https://media.hearthpwn.com/avatars/416/761/76982.gif,Minion,True,True,True,False
1449,Atramedes,https://media.hearthpwn.com/avatars/408/407/14701.png,https://media.hearthpwn.com/avatars/408/409/14701.gif,Minion,True,True,True,False
1450,Auchenai Soulpriest,https://media.hearthpwn.com/avatars/412/328/656.png,https://media.hearthpwn.com/avatars/412/330/656.gif,Minion,True,True,True,False
1451,Axe Flinger,https://media.hearthpwn.com/avatars/426/318/14439.png,https://media.hearthpwn.com/avatars/426/320/14439.gif,Minion,True,True,True,False
1452,Backroom Bouncer,https://media.hearthpwn.com/avatars/422/829/49675.png,https://media.hearthpwn.com/avatars/422/830/49675.gif,Minion,True,True,True,False
1453,Baine Bloodhoof,https://media.hearthpwn.com/avatars/411/737/359.png,https://media.hearthpwn.com/avatars/411/739/359.gif,Minion,True,True,True,False
1454,Baron Rivendare,https://media.hearthpwn.com/avatars/413/21/7740.png,https://media.hearthpwn.com/avatars/413/23/7740.gif,Minion,True,True,True,False
1455,Baron Rivendare,https://media.hearthpwn.com/avatars/428/247/127518.png,https://media.hearthpwn.com/avatars/428/248/127518.gif,Minion,True,True,True,False
1456,Battlestarved Lynx,https://media.hearthpwn.com/avatars/420/710/90388.png,https://media.hearthpwn.com/avatars/420/712/90388.gif,Minion,True,True,True,False
1457,Bellringer Sentry,https://media.hearthpwn.com/avatars/426/456/89410.png,https://media.hearthpwn.com/avatars/426/458/89410.gif,Minion,True,True,True,False
1458,Black Knight,https://media.hearthpwn.com/avatars/415/646/42248.png,https://media.hearthpwn.com/avatars/415/648/42248.gif,Minion,True,True,True,False
1459,Blackwater Pirate,https://media.hearthpwn.com/avatars/418/730/35203.png,https://media.hearthpwn.com/avatars/418/732/35203.gif,Minion,True,True,True,False
1460,Blessed One,https://media.hearthpwn.com/avatars/420/620/90358.png,https://media.hearthpwn.com/avatars/420/622/90358.gif,Minion,True,True,True,False
1461,Blightnozzle Crawler,https://media.hearthpwn.com/avatars/407/522/89841.png,https://media.hearthpwn.com/avatars/407/524/89841.gif,Minion,True,True,True,False
1462,Blood Witch,https://media.hearthpwn.com/avatars/413/417/89396.png,https://media.hearthpwn.com/avatars/413/419/89396.gif,Minion,True,True,True,False
1463,Bloodhoof Brave,https://media.hearthpwn.com/avatars/423/666/35205.png,https://media.hearthpwn.com/avatars/423/667/35205.gif,Minion,True,True,True,False
1464,Bloodhoof Brave,https://media.hearthpwn.com/avatars/427/14/92974.png,https://media.hearthpwn.com/avatars/427/16/92974.gif,Minion,True,True,True,False
1465,Bloom Bot,https://media.hearthpwn.com/avatars/419/336/92032.png,https://media.hearthpwn.com/avatars/419/338/92032.gif,Minion,True,True,True,False
1466,Body Wrapper,https://media.hearthpwn.com/avatars/421/514/90843.png,https://media.hearthpwn.com/avatars/421/516/90843.gif,Minion,True,True,True,False
1467,Bone Spike,https://media.hearthpwn.com/avatars/423/196/63139.png,https://media.hearthpwn.com/avatars/423/197/63139.gif,Minion,True,True,True,False
1468,Bone Wraith,https://media.hearthpwn.com/avatars/421/310/90784.png,https://media.hearthpwn.com/avatars/421/312/90784.gif,Minion,True,True,True,False
1469,Brewmaster,https://media.hearthpwn.com/avatars/420/995/397.png,https://media.hearthpwn.com/avatars/420/997/397.gif,Minion,True,True,True,False
1470,Bright-Eyed Scout,https://media.hearthpwn.com/avatars/425/745/55590.png,https://media.hearthpwn.com/avatars/425/747/55590.gif,Minion,True,True,True,False
1471,Bronze Dragon,https://media.hearthpwn.com/avatars/410/36/90982.png,https://media.hearthpwn.com/avatars/410/38/90982.gif,Minion,True,True,True,False
1472,Burly Rockjaw Trogg,https://media.hearthpwn.com/avatars/426/549/12233.png,https://media.hearthpwn.com/avatars/426/551/12233.gif,Minion,True,True,True,False
1473,Butch,https://media.hearthpwn.com/avatars/413/513/89494.png,https://media.hearthpwn.com/avatars/413/515/89494.gif,Minion,True,True,True,False
1474,Bwonsamdi's Keeper,https://media.hearthpwn.com/avatars/420/656/90370.png,https://media.hearthpwn.com/avatars/420/658/90370.gif,Minion,True,True,True,False
1475,Chasing Trogg,https://media.hearthpwn.com/avatars/416/378/27367.png,https://media.hearthpwn.com/avatars/416/380/27367.gif,Minion,True,True,True,False
1476,Chillblade Champion,https://media.hearthpwn.com/avatars/415/1/58721.png,https://media.hearthpwn.com/avatars/415/3/58721.gif,Minion,True,True,True,False
1477,Chillwind Yeti,https://media.hearthpwn.com/avatars/409/850/31.png,https://media.hearthpwn.com/avatars/409/852/31.gif,Minion,True,True,True,False
1478,Chromatic Drake,https://media.hearthpwn.com/avatars/408/128/14546.png,https://media.hearthpwn.com/avatars/408/130/14546.gif,Minion,True,True,True,False
1479,Chromatic Drake,https://media.hearthpwn.com/avatars/408/131/14547.png,https://media.hearthpwn.com/avatars/408/133/14547.gif,Minion,True,True,True,False
1480,Chromie,https://media.hearthpwn.com/avatars/419/882/89765.png,https://media.hearthpwn.com/avatars/419/884/89765.gif,Minion,True,True,True,False
1481,Conjured Mirage,https://media.hearthpwn.com/avatars/421/211/90787.png,https://media.hearthpwn.com/avatars/421/213/90787.gif,Minion,True,True,True,False
1482,Coppertail Imposter,https://media.hearthpwn.com/avatars/407/516/89899.png,https://media.hearthpwn.com/avatars/407/518/89899.gif,Minion,True,True,True,False
1483,Core Rager,https://media.hearthpwn.com/avatars/407/813/14444.png,https://media.hearthpwn.com/avatars/407/815/14444.gif,Minion,True,True,True,False
1484,Coren Direbrew,https://media.hearthpwn.com/avatars/408/425/14708.png,https://media.hearthpwn.com/avatars/408/427/14708.gif,Minion,True,True,True,False
1485,Corpsetaker,https://media.hearthpwn.com/avatars/415/193/61832.png,https://media.hearthpwn.com/avatars/415/195/61832.gif,Minion,True,True,True,False
1486,Cosmic Anomaly,https://media.hearthpwn.com/avatars/407/552/89861.png,https://media.hearthpwn.com/avatars/407/554/89861.gif,Minion,True,True,True,False
1487,Crowd Favorite,https://media.hearthpwn.com/avatars/428/203/127488.png,https://media.hearthpwn.com/avatars/428/204/127488.gif,Minion,True,True,True,False
1488,Crowd Favorite,https://media.hearthpwn.com/avatars/422/649/22308.png,https://media.hearthpwn.com/avatars/422/650/22308.gif,Minion,True,True,True,False
1489,Crystalweaver,https://media.hearthpwn.com/avatars/428/273/127541.png,https://media.hearthpwn.com/avatars/428/274/127541.gif,Minion,True,True,True,False
1490,Crystalweaver,https://media.hearthpwn.com/avatars/422/737/49750.png,https://media.hearthpwn.com/avatars/422/738/49750.gif,Minion,True,True,True,False
1491,C'Thun's Chosen,https://media.hearthpwn.com/avatars/423/690/33123.png,https://media.hearthpwn.com/avatars/423/691/33123.gif,Minion,True,True,True,False
1492,Cult Master,https://media.hearthpwn.com/avatars/412/337/140.png,https://media.hearthpwn.com/avatars/412/339/140.gif,Minion,True,True,True,False
1493,Cursed Disciple,https://media.hearthpwn.com/avatars/416/987/76990.png,https://media.hearthpwn.com/avatars/416/989/76990.gif,Minion,True,True,True,False
1494,Cursed Revenant,https://media.hearthpwn.com/avatars/416/990/77103.png,https://media.hearthpwn.com/avatars/416/992/77103.gif,Minion,True,True,True,False
1495,Cyclopian Horror,https://media.hearthpwn.com/avatars/423/738/35225.png,https://media.hearthpwn.com/avatars/423/739/35225.gif,Minion,True,True,True,False
1496,Dalaran Aspirant,https://media.hearthpwn.com/avatars/422/497/22359.png,https://media.hearthpwn.com/avatars/422/498/22359.gif,Minion,True,True,True,False
1497,Daring Reporter,https://media.hearthpwn.com/avatars/422/894/49723.png,https://media.hearthpwn.com/avatars/422/895/49723.gif,Minion,True,True,True,False
1498,Dark Diviner,https://media.hearthpwn.com/avatars/420/779/90411.png,https://media.hearthpwn.com/avatars/420/781/90411.gif,Minion,True,True,True,False
1499,Dark Iron Dwarf,https://media.hearthpwn.com/avatars/411/653/128.png,https://media.hearthpwn.com/avatars/411/655/128.gif,Minion,True,True,True,False
1500,Deathaxe Punisher,https://media.hearthpwn.com/avatars/423/180/62949.png,https://media.hearthpwn.com/avatars/423/181/62949.gif,Minion,True,True,True,False
1501,Defender of Argus,https://media.hearthpwn.com/avatars/411/710/542.png,https://media.hearthpwn.com/avatars/411/712/542.gif,Minion,True,True,True,False
1502,Defender of Argus,https://media.hearthpwn.com/avatars/428/165/127463.png,https://media.hearthpwn.com/avatars/428/166/127463.gif,Minion,True,True,True,False
1503,Demented Frostcaller,https://media.hearthpwn.com/avatars/423/592/35184.png,https://media.hearthpwn.com/avatars/423/593/35184.gif,Minion,True,True,True,False
1504,Direhorn Form,https://media.hearthpwn.com/avatars/421/700/55675.png,https://media.hearthpwn.com/avatars/421/702/55675.gif,Minion,True,True,True,False
1505,Diseased Vulture,https://media.hearthpwn.com/avatars/421/115/90752.png,https://media.hearthpwn.com/avatars/421/117/90752.gif,Minion,True,True,True,False
1506,Dispatch Kodo,https://media.hearthpwn.com/avatars/408/566/49674.png,https://media.hearthpwn.com/avatars/408/568/49674.gif,Minion,True,True,True,False
1507,Dorothee,https://media.hearthpwn.com/avatars/415/739/42102.png,https://media.hearthpwn.com/avatars/415/741/42102.gif,Minion,True,True,True,False
1508,Dorothee,https://media.hearthpwn.com/avatars/419/111/42264.png,https://media.hearthpwn.com/avatars/419/113/42264.gif,Minion,True,True,True,False
1509,Draenei Totemcarver,https://media.hearthpwn.com/avatars/422/553/22269.png,https://media.hearthpwn.com/avatars/422/554/22269.gif,Minion,True,True,True,False
1510,Dragonkin Sorcerer,https://media.hearthpwn.com/avatars/407/831/14441.png,https://media.hearthpwn.com/avatars/407/833/14441.gif,Minion,True,True,True,False
1511,Dragonling Mechanic,https://media.hearthpwn.com/avatars/411/626/472.png,https://media.hearthpwn.com/avatars/411/628/472.gif,Minion,True,True,True,False
1512,Dread Corsair,https://media.hearthpwn.com/avatars/418/211/261.png,https://media.hearthpwn.com/avatars/418/213/261.gif,Minion,True,True,True,False
1513,Dreadsteed,https://media.hearthpwn.com/avatars/422/509/22337.png,https://media.hearthpwn.com/avatars/422/510/22337.gif,Minion,True,True,True,False
1514,Dunemaul Shaman,https://media.hearthpwn.com/avatars/423/118/12234.png,https://media.hearthpwn.com/avatars/423/119/12234.gif,Minion,True,True,True,False
1515,Duskbreaker,https://media.hearthpwn.com/avatars/417/140/76868.png,https://media.hearthpwn.com/avatars/417/142/76868.gif,Minion,True,True,True,False
1516,Eager Underling,https://media.hearthpwn.com/avatars/410/222/90577.png,https://media.hearthpwn.com/avatars/410/224/90577.gif,Minion,True,True,True,False
1517,Eater of Secrets,https://media.hearthpwn.com/avatars/418/604/31121.png,https://media.hearthpwn.com/avatars/418/606/31121.gif,Minion,True,True,True,False
1518,Ebon Dragonsmith,https://media.hearthpwn.com/avatars/416/861/76992.png,https://media.hearthpwn.com/avatars/416/863/76992.gif,Minion,True,True,True,False
1519,Eerie Statue,https://media.hearthpwn.com/avatars/423/396/27233.png,https://media.hearthpwn.com/avatars/423/397/27233.gif,Minion,True,True,True,False
1520,Elise Starseeker,https://media.hearthpwn.com/avatars/426/651/27210.png,https://media.hearthpwn.com/avatars/426/653/27210.gif,Minion,True,True,True,False
1521,Elven Minstrel,https://media.hearthpwn.com/avatars/416/966/76946.png,https://media.hearthpwn.com/avatars/416/968/76946.gif,Minion,True,True,True,False
1522,Emerald Drake,https://media.hearthpwn.com/avatars/411/518/534.png,https://media.hearthpwn.com/avatars/411/520/534.gif,Minion,True,True,True,False
1523,Enflamed Golem,https://media.hearthpwn.com/avatars/423/928/92330.png,https://media.hearthpwn.com/avatars/423/929/92330.gif,Minion,True,True,True,False
1524,Enhance-o Mechano,https://media.hearthpwn.com/avatars/426/585/12176.png,https://media.hearthpwn.com/avatars/426/587/12176.gif,Minion,True,True,True,False
1525,Enigmatic Portal,https://media.hearthpwn.com/avatars/419/747/49930.png,https://media.hearthpwn.com/avatars/419/749/49930.gif,Minion,True,True,True,False
1526,Ethereal Arcanist,https://media.hearthpwn.com/avatars/411/968/125.png,https://media.hearthpwn.com/avatars/411/970/125.gif,Minion,True,True,True,False
1527,Evil Heckler,https://media.hearthpwn.com/avatars/406/979/22390.png,https://media.hearthpwn.com/avatars/406/981/22390.gif,Minion,True,True,True,False
1528,Evolved Kobold,https://media.hearthpwn.com/avatars/418/376/35254.png,https://media.hearthpwn.com/avatars/418/378/35254.gif,Minion,True,True,True,False
1529,Explodinator,https://media.hearthpwn.com/avatars/407/462/89910.png,https://media.hearthpwn.com/avatars/407/464/89910.gif,Minion,True,True,True,False
1530,Exploding Bloatbat,https://media.hearthpwn.com/avatars/423/132/62942.png,https://media.hearthpwn.com/avatars/423/133/62942.gif,Minion,True,True,True,False
1531,Faceless Destroyer,https://media.hearthpwn.com/avatars/418/625/35333.png,https://media.hearthpwn.com/avatars/418/627/35333.gif,Minion,True,True,True,False
1532,Faceless Shambler,https://media.hearthpwn.com/avatars/423/642/33133.png,https://media.hearthpwn.com/avatars/423/643/33133.gif,Minion,True,True,True,False
1533,Fal'dorei Strider,https://media.hearthpwn.com/avatars/423/522/76914.png,https://media.hearthpwn.com/avatars/423/523/76914.gif,Minion,True,True,True,False
1534,Fandral Staghelm,https://media.hearthpwn.com/avatars/423/576/35208.png,https://media.hearthpwn.com/avatars/423/577/35208.gif,Minion,True,True,True,False
1535,Fel Cannon,https://media.hearthpwn.com/avatars/426/489/12221.png,https://media.hearthpwn.com/avatars/426/491/12221.gif,Minion,True,True,True,False
1536,Felhunter,https://media.hearthpwn.com/avatars/417/170/73352.png,https://media.hearthpwn.com/avatars/417/172/73352.gif,Minion,True,True,True,False
1537,Felsoul Inquisitor,https://media.hearthpwn.com/avatars/413/186/89470.png,https://media.hearthpwn.com/avatars/413/188/89470.gif,Minion,True,True,True,False
1538,Festergut,https://media.hearthpwn.com/avatars/415/307/63148.png,https://media.hearthpwn.com/avatars/415/309/63148.gif,Minion,True,True,True,False
1539,Fire Plume Phoenix,https://media.hearthpwn.com/avatars/425/733/55563.png,https://media.hearthpwn.com/avatars/425/735/55563.gif,Minion,True,True,True,False
1540,Fireguard Destroyer,https://media.hearthpwn.com/avatars/426/315/14455.png,https://media.hearthpwn.com/avatars/426/317/14455.gif,Minion,True,True,True,False
1541,Flamewreathed Faceless,https://media.hearthpwn.com/avatars/418/280/35226.png,https://media.hearthpwn.com/avatars/418/282/35226.gif,Minion,True,True,True,False
1542,Flobbidinous Floop,https://media.hearthpwn.com/avatars/407/393/89812.png,https://media.hearthpwn.com/avatars/407/395/89812.gif,Minion,True,True,True,False
1543,Forest Guide,https://media.hearthpwn.com/avatars/413/474/89362.png,https://media.hearthpwn.com/avatars/413/476/89362.gif,Minion,True,True,True,False
1544,Frigid Snobold,https://media.hearthpwn.com/avatars/406/916/22381.png,https://media.hearthpwn.com/avatars/406/918/22381.gif,Minion,True,True,True,False
1545,Fruit Slasher,https://media.hearthpwn.com/avatars/411/284/91418.png,https://media.hearthpwn.com/avatars/411/286/91418.gif,Minion,True,True,True,False
1546,Garden Gnome,https://media.hearthpwn.com/avatars/421/37/90810.png,https://media.hearthpwn.com/avatars/421/39/90810.gif,Minion,True,True,True,False
1547,Gattling Gunner,https://media.hearthpwn.com/avatars/413/624/89553.png,https://media.hearthpwn.com/avatars/413/626/89553.gif,Minion,True,True,True,False
1548,Gentle Megasaur,https://media.hearthpwn.com/avatars/425/739/52595.png,https://media.hearthpwn.com/avatars/425/741/52595.gif,Minion,True,True,True,False
1549,Gentle Megasaur,https://media.hearthpwn.com/avatars/427/973/127341.png,https://media.hearthpwn.com/avatars/427/974/127341.gif,Minion,True,True,True,False
1550,Gentle Megasaur,https://media.hearthpwn.com/avatars/428/293/127558.png,https://media.hearthpwn.com/avatars/428/294/127558.gif,Minion,True,True,True,False
1551,"Genzo, the Shark",https://media.hearthpwn.com/avatars/422/888/49737.png,https://media.hearthpwn.com/avatars/422/889/49737.gif,Minion,True,True,True,False
1552,Ghastly Conjurer,https://media.hearthpwn.com/avatars/423/148/61820.png,https://media.hearthpwn.com/avatars/423/149/61820.gif,Minion,True,True,True,False
1553,Gilnean Vigilante,https://media.hearthpwn.com/avatars/413/630/89555.png,https://media.hearthpwn.com/avatars/413/632/89555.gif,Minion,True,True,True,False
1554,Gloryseeker,https://media.hearthpwn.com/avatars/420/629/90361.png,https://media.hearthpwn.com/avatars/420/631/90361.gif,Minion,True,True,True,False
1555,Gluth,https://media.hearthpwn.com/avatars/419/390/31146.png,https://media.hearthpwn.com/avatars/419/392/31146.gif,Minion,True,True,True,False
1556,Glyph Guardian,https://media.hearthpwn.com/avatars/420/590/90348.png,https://media.hearthpwn.com/avatars/420/592/90348.gif,Minion,True,True,True,False
1557,Gnomish Inventor,https://media.hearthpwn.com/avatars/409/808/246.png,https://media.hearthpwn.com/avatars/409/810/246.gif,Minion,True,True,True,False
1558,Goblin Blastmage,https://media.hearthpwn.com/avatars/414/140/12195.png,https://media.hearthpwn.com/avatars/414/142/12195.gif,Minion,True,True,True,False
1559,Golden Candle,https://media.hearthpwn.com/avatars/410/486/91058.png,https://media.hearthpwn.com/avatars/410/488/91058.gif,Minion,True,True,True,False
1560,Golden Monkey,https://media.hearthpwn.com/avatars/423/358/27212.png,https://media.hearthpwn.com/avatars/423/359/27212.gif,Minion,True,True,True,False
1561,Gorillabot A-3,https://media.hearthpwn.com/avatars/423/372/27237.png,https://media.hearthpwn.com/avatars/423/373/27237.gif,Minion,True,True,True,False
1562,Gormok the Impaler,https://media.hearthpwn.com/avatars/422/651/22323.png,https://media.hearthpwn.com/avatars/422/652/22323.gif,Minion,True,True,True,False
1563,Gothik the Harvester,https://media.hearthpwn.com/avatars/419/393/31147.png,https://media.hearthpwn.com/avatars/419/395/31147.gif,Minion,True,True,True,False
1564,Grand Widow Faerlina,https://media.hearthpwn.com/avatars/419/399/31149.png,https://media.hearthpwn.com/avatars/419/401/31149.gif,Minion,True,True,True,False
1565,Grave Shambler,https://media.hearthpwn.com/avatars/414/812/62950.png,https://media.hearthpwn.com/avatars/414/814/62950.gif,Minion,True,True,True,False
1566,Griftah,https://media.hearthpwn.com/avatars/426/813/90213.png,https://media.hearthpwn.com/avatars/426/815/90213.gif,Minion,True,True,True,False
1567,Grim Necromancer,https://media.hearthpwn.com/avatars/423/134/62947.png,https://media.hearthpwn.com/avatars/423/135/62947.gif,Minion,True,True,True,False
1568,Grimy Gadgeteer,https://media.hearthpwn.com/avatars/422/872/49679.png,https://media.hearthpwn.com/avatars/422/873/49679.gif,Minion,True,True,True,False
1569,Guardian of Icecrown,https://media.hearthpwn.com/avatars/417/935/7813.png,https://media.hearthpwn.com/avatars/417/937/7813.gif,Minion,True,True,True,False
1570,Guardian of Icecrown,https://media.hearthpwn.com/avatars/417/938/7814.png,https://media.hearthpwn.com/avatars/417/940/7814.gif,Minion,True,True,True,False
1571,Guardian Spirit,https://media.hearthpwn.com/avatars/416/819/76904.png,https://media.hearthpwn.com/avatars/416/821/76904.gif,Minion,True,True,True,False
1572,Half-Time Scavenger,https://media.hearthpwn.com/avatars/426/810/90274.png,https://media.hearthpwn.com/avatars/426/812/90274.gif,Minion,True,True,True,False
1573,Harbinger Celestia,https://media.hearthpwn.com/avatars/407/507/89909.png,https://media.hearthpwn.com/avatars/407/509/89909.gif,Minion,True,True,True,False
1574,Hecklebot,https://media.hearthpwn.com/avatars/409/958/90603.png,https://media.hearthpwn.com/avatars/409/960/90603.gif,Minion,True,True,True,False
1575,Hench-Clan Burglar,https://media.hearthpwn.com/avatars/410/159/90578.png,https://media.hearthpwn.com/avatars/410/161/90578.gif,Minion,True,True,True,False
1576,Hench-Clan Hag,https://media.hearthpwn.com/avatars/422/934/90620.png,https://media.hearthpwn.com/avatars/422/935/90620.gif,Minion,True,True,True,False
1577,Hench-Clan Shadequill,https://media.hearthpwn.com/avatars/409/946/90629.png,https://media.hearthpwn.com/avatars/409/948/90629.gif,Minion,True,True,True,False
1578,Herald of Flame,https://media.hearthpwn.com/avatars/420/749/90401.png,https://media.hearthpwn.com/avatars/420/751/90401.gif,Minion,True,True,True,False
1579,High Priest Amet,https://media.hearthpwn.com/avatars/423/830/90760.png,https://media.hearthpwn.com/avatars/423/831/90760.gif,Minion,True,True,True,False
1580,High Priestess Jeklik,https://media.hearthpwn.com/avatars/420/116/90182.png,https://media.hearthpwn.com/avatars/420/118/90182.gif,Minion,True,True,True,False
1581,Hoarding Dragon,https://media.hearthpwn.com/avatars/416/894/76912.png,https://media.hearthpwn.com/avatars/416/896/76912.gif,Minion,True,True,True,False
1582,Holy Champion,https://media.hearthpwn.com/avatars/406/637/22287.png,https://media.hearthpwn.com/avatars/406/639/22287.gif,Minion,True,True,True,False
1583,Hooded Acolyte,https://media.hearthpwn.com/avatars/423/736/35192.png,https://media.hearthpwn.com/avatars/423/737/35192.gif,Minion,True,True,True,False
1584,Hooked Reaver,https://media.hearthpwn.com/avatars/416/702/77010.png,https://media.hearthpwn.com/avatars/416/704/77010.gif,Minion,True,True,True,False
1585,Houndmaster,https://media.hearthpwn.com/avatars/411/530/225.png,https://media.hearthpwn.com/avatars/411/532/225.gif,Minion,True,True,True,False
1586,Houndmaster,https://media.hearthpwn.com/avatars/428/269/127537.png,https://media.hearthpwn.com/avatars/428/270/127537.gif,Minion,True,True,True,False
1587,Houndmaster Shaw,https://media.hearthpwn.com/avatars/413/345/89346.png,https://media.hearthpwn.com/avatars/413/347/89346.gif,Minion,True,True,True,False
1588,Hozen Healer,https://media.hearthpwn.com/avatars/408/494/49710.png,https://media.hearthpwn.com/avatars/408/496/49710.gif,Minion,True,True,True,False
1589,Hungry Dragon,https://media.hearthpwn.com/avatars/407/846/14436.png,https://media.hearthpwn.com/avatars/407/848/14436.gif,Minion,True,True,True,False
1590,Hungry Naga,https://media.hearthpwn.com/avatars/416/429/27384.png,https://media.hearthpwn.com/avatars/416/431/27384.gif,Minion,True,True,True,False
1591,Hyena Alpha,https://media.hearthpwn.com/avatars/421/67/90817.png,https://media.hearthpwn.com/avatars/421/69/90817.gif,Minion,True,True,True,False
1592,Ice Cream Peddler,https://media.hearthpwn.com/avatars/420/425/90270.png,https://media.hearthpwn.com/avatars/420/427/90270.gif,Minion,True,True,True,False
1593,Infected Quillflinger,https://media.hearthpwn.com/avatars/414/119/89718.png,https://media.hearthpwn.com/avatars/414/121/89718.gif,Minion,True,True,True,False
1594,Infested Tauren,https://media.hearthpwn.com/avatars/423/674/33128.png,https://media.hearthpwn.com/avatars/423/675/33128.gif,Minion,True,True,True,False
1595,Infested Wolf,https://media.hearthpwn.com/avatars/423/664/35215.png,https://media.hearthpwn.com/avatars/423/665/35215.gif,Minion,True,True,True,False
1596,Infested Wolf,https://media.hearthpwn.com/avatars/428/175/127471.png,https://media.hearthpwn.com/avatars/428/176/127471.gif,Minion,True,True,True,False
1597,Infinite Wolf,https://media.hearthpwn.com/avatars/419/939/89784.png,https://media.hearthpwn.com/avatars/419/941/89784.gif,Minion,True,True,True,False
1598,Ironwood Golem,https://media.hearthpwn.com/avatars/416/735/76965.png,https://media.hearthpwn.com/avatars/416/737/76965.gif,Minion,True,True,True,False
1599,Jade Golem,https://media.hearthpwn.com/avatars/408/920/49853.png,https://media.hearthpwn.com/avatars/408/922/49853.gif,Minion,True,True,True,False
1600,Jade Spirit,https://media.hearthpwn.com/avatars/409/4/49708.png,https://media.hearthpwn.com/avatars/409/6/49708.gif,Minion,True,True,True,False
